"householdID","est_inc_USD","est_netw_USD","hhold_field","hhold_oldest","hhold_pax","hhold_youngest","homeState","hhold_car","stream_subs","primary"
120,78714,428852,"Tech",43,6,15,"Vermont","SUV",6,"1"
121,106900,455702,"Tech",41,6,11,"Maine","LuxurySedan",7,"1"
139,87571,492334,"Services",41,5,11,"Maine","LuxurySedan",6,"1"
144,70835,476546,"Govt",39,5,16,"Massachusetts","LuxurySedan",5,"1"
147,107539,449669,"Tech",41,5,12,"Quebec","Sedan",7,"1"
159,135369,410071,"Finance",42,6,11,"Quebec","Sedan",5,"1"
166,83523,527487,"Services",41,1,41,"Vermont","SUV",5,"1"
167,104400,583775,"Finance",38,5,16,"Maine","Sedan",5,"1"
169,46225,400384,"Govt",40,5,12,"Vermont","Sedan",7,"1"
182,71109,513526,"Govt",38,2,14,"US_Other","LuxurySedan",5,"1"
183,40687,403023,"Govt",42,4,16,"Vermont","SUV",5,"1"
185,84863,351394,"Other",36,4,7,"New Hampshire","Sedan",5,"1"
202,41997,395187,"Services",44,6,14,"Maine","Pickup",5,"1"
206,94205,524052,"Govt",44,2,19,"Vermont","LuxurySedan",5,"1"
208,78333,478857,"Education",42,2,19,"Massachusetts","SUV",7,"1"
209,79366,562688,"Govt",41,5,14,"Maine","Sedan",8,"1"
216,120660,517060,"Tech",38,6,8,"Maine","Sedan",5,"1"
220,137346,523083,"Finance",36,2,15,"Rhode Island","SUV",5,"1"
225,81964,550720,"Education",35,5,15,"Maine","Pickup",7,"1"
226,63832,434315,"Services",41,4,17,"Maine","SUV",5,"1"
230,63367,495355,"Govt",40,3,18,"Quebec","LuxurySedan",5,"0"
239,48395,431242,"Education",39,7,13,"New Hampshire","LuxurySedan",5,"1"
254,87813,532680,"Govt",44,5,11,"Rhode Island","",7,"1"
257,84752,444604,"Finance",34,8,12,"Ontario","Sedan",5,"1"
263,83855,527702,"Services",43,6,14,"Maine","Pickup",6,"1"
267,86618,360230,"Tech",43,4,18,"Connecticut","SUV",8,"1"
268,113452,494747,"Services",37,4,12,"Maine","LuxurySedan",5,"0"
272,83912,494031,"Govt",43,4,16,"Ontario","SUV",5,"1"
279,87519,514361,"Govt",39,5,8,"Ontario","Sedan",5,"1"
280,114072,503980,"Finance",38,2,16,"Maine","LuxurySedan",5,"1"
286,83104,568217,"Govt",37,5,16,"Maine","Compact/Hybrid",5,"1"
298,88960,446904,"Tech",44,6,12,"Vermont","SUV",6,"1"
302,120354,483317,"Finance",43,5,5,"Rhode Island","Sedan",6,"1"
308,63584,486497,"Govt",37,5,14,"Rhode Island","SUV",5,"1"
319,107521,412159,"Govt",43,6,10,"Rhode Island","Pickup",5,"1"
331,65777,332404,"Other",41,5,14,"US_Other","Compact/Hybrid",5,"1"
345,97730,487785,"Tech",44,3,21,"Ontario","Sedan",6,"1"
353,68519,410360,"Govt",43,2,15,"New Hampshire","Sedan",5,"1"
356,108937,302502,"Finance",41,3,10,"New York","LuxurySedan",5,"1"
359,157129,589536,"Tech",44,5,13,"Vermont","SUV",5,"0"
363,89372,457499,"Tech",41,7,12,"US_Other","Sedan",5,"1"
368,70096,415962,"Govt",39,3,11,"Maine","Sedan",7,"1"
375,138322,516655,"Services",42,6,16,"Vermont","Sedan",5,"1"
376,115027,498728,"Other",41,3,12,"Vermont","Sedan",6,"0"
383,77623,500947,"Services",42,6,14,"Maine","SUV",6,"1"
386,113437,510454,"Tech",40,5,10,"New York","",5,"1"
389,128233,562235,"Tech",37,3,11,"Massachusetts","Sedan",8,"1"
397,115202,526144,"Tech",40,6,10,"Maine","Sedan",6,"1"
399,107963,428752,"Tech",43,3,20,"Rhode Island","LuxurySedan",6,"1"
406,84966,421435,"Tech",40,4,12,"US_Other","LuxurySedan",6,"1"
409,89351,332111,"Finance",39,3,12,"Maine","SUV",6,"0"
410,93279,501935,"Govt",44,4,19,"Maine","LuxurySedan",5,"1"
413,44902,417905,"Govt",35,4,16,"Ontario","Pickup",6,"1"
417,79921,442649,"Govt",39,7,13,"Maine","SUV",5,"1"
422,82763,444631,"Services",37,3,12,"Rhode Island","LuxurySedan",5,"1"
423,117615,487156,"Govt",43,3,13,"Maine","Sedan",6,"1"
425,97908,521829,"Govt",40,3,16,"Maine","Sedan",6,"1"
437,70348,441048,"Govt",41,3,18,"New Hampshire","LuxurySedan",7,"1"
438,80224,434577,"Services",42,8,12,"Can_Other","SUV",5,"1"
439,75485,500224,"Education",44,4,14,"Maine","",6,"1"
440,98116,450577,"Finance",42,3,7,"Rhode Island","Sedan",5,"1"
450,112392,468503,"Finance",42,5,11,"Ontario","Pickup",5,"1"
451,85637,526392,"Tech",41,5,7,"Vermont","SUV",5,"1"
457,87043,419140,"Manufacturing",37,6,17,"Maine","SUV",7,"1"
458,143546,501624,"Finance",35,6,11,"Maine","Pickup",5,"1"
460,163657,719958,"Finance",38,2,16,"Maine","SUV",6,"0"
464,114411,382196,"Finance",43,6,15,"Maine","SUV",5,"0"
477,136972,587766,"Finance",36,4,12,"Maine","SUV",5,"1"
480,131584,577716,"Services",40,8,11,"Maine","SUV",5,"0"
497,90874,492970,"Finance",37,4,8,"New Hampshire","Sedan",5,"1"
501,80949,465048,"Govt",43,3,11,"US_Other","LuxurySedan",6,"1"
505,126821,484627,"Tech",44,5,16,"Maine","Pickup",7,"0"
511,113593,416092,"Tech",41,5,15,"Rhode Island","Sedan",5,"1"
517,88057,511693,"Govt",37,4,12,"New Hampshire","SUV",5,"0"
523,59429,348548,"Services",42,5,16,"Maine","SUV",5,"1"
528,66410,420530,"Govt",40,2,9,"Maine","SUV",5,"1"
530,91835,386465,"Tech",42,4,10,"New York","LuxurySedan",7,"1"
548,95999,461803,"Manufacturing",41,5,11,"Vermont","LuxurySedan",5,"1"
558,113048,492239,"Education",39,5,15,"US_Other","SUV",7,"1"
570,64269,452140,"Education",42,7,9,"Maine","SUV",5,"1"
576,71582,413463,"Tech",38,3,8,"Ontario","LuxurySedan",7,"1"
578,108014,456193,"Finance",43,4,7,"New York","SUV",5,"0"
592,64905,412892,"Education",42,5,17,"New York","",7,"1"
596,138053,475858,"Finance",41,2,11,"Maine","Sedan",5,"1"
602,91634,485247,"Tech",40,4,6,"New York","LuxurySedan",6,"0"
611,153453,574550,"Manufacturing",40,2,18,"Maine","LuxurySedan",5,"0"
630,65757,429478,"Education",43,3,13,"Rhode Island","Sedan",6,"1"
633,112010,458640,"Services",42,6,13,"Quebec","Sedan",5,"1"
634,91868,422559,"Finance",38,4,5,"US_Other","SUV",5,"1"
636,89267,561222,"Services",42,3,16,"Maine","SUV",6,"0"
642,132457,390918,"Tech",41,3,8,"Maine","LuxurySedan",5,"1"
644,77231,388121,"Education",40,5,16,"Quebec","SUV",6,"1"
649,82546,460556,"Finance",40,4,11,"Massachusetts","SUV",7,"1"
652,41569,385177,"Education",42,6,14,"Vermont","Compact/Hybrid",5,"1"
655,102388,566549,"Finance",41,7,15,"Massachusetts","Pickup",5,"1"
658,94798,504252,"Tech",44,4,9,"Maine","Sedan",5,"1"
659,162981,596495,"Finance",40,7,9,"New Hampshire","Pickup",5,"1"
667,103344,562452,"Education",42,4,16,"Quebec","SUV",8,"1"
670,122122,444391,"Finance",44,7,13,"Quebec","SUV",5,"0"
683,95387,508962,"Manufacturing",43,8,18,"Maine","SUV",6,"1"
689,54984,402247,"Education",42,1,42,"Maine","LuxurySedan",5,"1"
700,70846,328582,"Govt",43,3,21,"Ontario","Pickup",5,"1"
715,108089,480708,"Other",34,3,12,"US_Other","LuxurySedan",5,"1"
724,8119,371641,"Govt",42,5,10,"Vermont","SUV",6,"1"
732,102730,437585,"Govt",41,7,13,"Maine","SUV",6,"1"
736,140441,525298,"Tech",40,3,8,"Connecticut","Pickup",5,"1"
742,68527,474661,"Govt",41,5,12,"Can_Other","LuxurySedan",11,"1"
759,84790,474561,"Manufacturing",42,4,16,"Maine","SUV",7,"1"
760,68575,344407,"Govt",39,5,16,"Maine","",5,"1"
761,130571,520265,"Tech",44,6,13,"New York","SUV",5,"1"
764,125743,480385,"Tech",40,5,14,"Quebec","LuxurySedan",5,"1"
765,84163,506135,"Govt",43,5,13,"Maine","LuxurySedan",7,"1"
767,92006,460922,"Govt",42,4,12,"Rhode Island","Compact/Hybrid",7,"1"
769,85246,396922,"Services",42,6,17,"Maine","Pickup",5,"1"
773,84719,525317,"Services",44,3,14,"Vermont","LuxurySedan",5,"1"
777,138339,565878,"Tech",40,7,9,"Maine","LuxurySedan",7,"1"
790,88113,406200,"Tech",42,4,10,"Maine","SUV",5,"1"
799,97199,457090,"Services",37,2,14,"Ontario","Compact/Hybrid",6,"1"
804,105567,473991,"Manufacturing",40,5,4,"Ontario","SUV",5,"1"
810,21640,343100,"Education",39,5,13,"New Hampshire","SUV",6,"0"
814,109518,583687,"Services",40,6,12,"Maine","SUV",5,"1"
821,57134,473254,"Govt",41,4,7,"Quebec","Sedan",5,"1"
825,103751,503565,"Govt",42,7,15,"Maine","SUV",6,"1"
836,118372,507642,"Tech",42,7,15,"Maine","Sedan",6,"1"
838,53114,416593,"Services",44,6,18,"Ontario","SUV",6,"1"
844,116082,446050,"Tech",43,4,13,"New York","Sedan",5,"1"
847,73616,529781,"Govt",40,6,9,"Quebec","Sedan",6,"1"
848,98494,517862,"Services",36,4,17,"New York","Pickup",5,"0"
851,66540,472889,"Govt",35,8,8,"Maine","Compact/Hybrid",6,"1"
853,118356,555127,"Tech",37,7,11,"New Hampshire","SUV",5,"1"
857,116209,446547,"Finance",42,7,9,"Maine","LuxurySedan",6,"1"
858,82580,436856,"Education",34,6,13,"New Hampshire","LuxurySedan",5,"1"
859,33655,343131,"Govt",44,4,11,"Maine","",6,"1"
861,94303,486913,"Services",40,6,16,"Maine","Pickup",9,"1"
864,92235,561755,"Education",40,4,14,"Can_Other","Compact/Hybrid",7,"1"
874,100329,389317,"Tech",37,3,21,"Maine","Sedan",5,"1"
881,85080,398863,"Govt",40,6,16,"Massachusetts","Sedan",5,"1"
883,86129,474380,"Services",42,4,18,"Massachusetts","LuxurySedan",5,"1"
886,101022,528672,"Govt",38,3,14,"Maine","SUV",5,"1"
889,108898,501295,"Finance",40,7,13,"Maine","SUV",6,"1"
892,109834,457899,"Services",41,5,10,"Maine","Sedan",6,"1"
897,77348,440983,"Tech",42,4,10,"Vermont","Sedan",5,"1"
899,66024,466022,"Govt",42,4,13,"Maine","Sedan",5,"1"
909,141395,497498,"Finance",42,4,16,"Maine","SUV",7,"1"
924,135548,546471,"Finance",41,3,13,"New Hampshire","SUV",7,"1"
927,91352,548641,"Govt",40,7,9,"Maine","LuxurySedan",6,"1"
939,107054,401586,"Tech",43,5,11,"Maine","Sedan",5,"0"
941,108966,528186,"Services",43,7,11,"Ontario","LuxurySedan",5,"1"
949,128601,614271,"Education",44,4,18,"US_Other","SUV",5,"1"
959,102260,457726,"Tech",43,4,15,"Maine","Sedan",6,"1"
963,82315,402757,"Education",43,6,21,"Maine","Pickup",5,"1"
970,142257,498169,"Tech",44,4,18,"Rhode Island","Sedan",6,"1"
971,162826,468355,"Finance",44,5,8,"Vermont","SUV",5,"1"
979,79402,402394,"Services",44,4,10,"Maine","Sedan",5,"1"
981,45352,418322,"Govt",39,5,12,"New York","Compact/Hybrid",7,"0"
985,78071,321494,"Tech",40,5,5,"Ontario","LuxurySedan",5,"1"
987,64665,427886,"Tech",43,5,10,"Vermont","Sedan",5,"0"
991,129498,570912,"Tech",39,7,14,"Massachusetts","SUV",5,"1"
1000,46188,341318,"Services",35,2,12,"Quebec","SUV",7,"0"
1005,86358,450825,"Services",34,6,11,"Massachusetts","Sedan",10,"1"
1008,59226,401951,"Education",35,6,16,"Maine","LuxurySedan",5,"0"
1011,99987,466157,"Other",43,4,10,"Maine","Sedan",5,"1"
1015,83989,447244,"Services",37,7,11,"Maine","LuxurySedan",5,"0"
1016,78518,346456,"Govt",34,4,11,"Quebec","Sedan",5,"1"
1018,125290,644428,"Govt",42,3,14,"New Hampshire","Pickup",6,"1"
1024,68599,443904,"Govt",42,5,17,"Maine","LuxurySedan",6,"1"
1041,111255,387153,"Finance",43,4,14,"Maine","SUV",6,"1"
1042,75107,478797,"Govt",44,3,17,"New York","Sedan",5,"1"
1048,127947,565858,"Finance",42,4,8,"Maine","Sedan",6,"0"
1052,57881,502857,"Govt",39,1,39,"Vermont","SUV",7,"1"
1086,37441,366636,"Education",42,3,17,"Massachusetts","LuxurySedan",5,"1"
1090,61441,390659,"Services",39,8,6,"Vermont","LuxurySedan",5,"1"
1097,114909,542749,"Services",44,4,18,"Quebec","Sedan",6,"1"
1099,109034,481110,"Services",44,7,16,"Maine","",5,"1"
1100,82671,460083,"Govt",44,5,14,"Ontario","Compact/Hybrid",6,"0"
1106,98789,519519,"Finance",42,4,12,"Maine","Sedan",6,"0"
1110,82162,522253,"Services",41,4,15,"US_Other","Sedan",5,"1"
1114,72607,478426,"Services",44,6,19,"Maine","Sedan",5,"0"
1118,83515,415540,"Services",44,3,15,"Quebec","Compact/Hybrid",7,"0"
1128,71404,442943,"Education",41,3,13,"Maine","SUV",5,"0"
1131,81384,452187,"Govt",43,3,20,"US_Other","SUV",5,"1"
1138,132154,598900,"Tech",43,1,43,"Maine","Compact/Hybrid",5,"0"
1146,85417,458056,"Education",40,2,17,"Maine","LuxurySedan",7,"1"
1176,51394,533592,"Govt",43,5,13,"Maine","SUV",8,"1"
1179,101887,473377,"Finance",44,3,19,"Rhode Island","LuxurySedan",6,"1"
1180,87726,453016,"Services",35,4,15,"New Hampshire","SUV",9,"0"
1181,60971,568524,"Education",37,6,12,"New Hampshire","Pickup",5,"1"
1187,81369,436336,"Govt",44,2,10,"New York","SUV",5,"1"
1197,68013,499420,"Govt",37,5,16,"US_Other","Pickup",5,"1"
1203,80827,472802,"Education",37,3,17,"Maine","SUV",6,"0"
1205,107983,439271,"Govt",43,5,7,"Maine","Sedan",5,"1"
1206,120186,431172,"Finance",43,1,43,"Quebec","Compact/Hybrid",5,"1"
1234,91256,489713,"Tech",41,3,13,"Maine","SUV",5,"1"
1245,146879,455200,"Tech",38,4,9,"New Hampshire","LuxurySedan",8,"1"
1253,96416,566648,"Finance",42,6,16,"Rhode Island","Sedan",6,"1"
1258,124243,424063,"Finance",44,3,11,"Massachusetts","LuxurySedan",5,"1"
1259,84222,424339,"Finance",42,4,8,"Maine","Sedan",5,"1"
1260,126962,547657,"Tech",44,3,16,"New Hampshire","LuxurySedan",6,"1"
1272,127896,500551,"Finance",41,3,7,"New York","",5,"1"
1277,75679,485036,"Education",35,3,15,"New Hampshire","LuxurySedan",7,"1"
1285,68901,400075,"Education",39,5,14,"Maine","SUV",6,"1"
1302,95043,460964,"Education",36,10,9,"Maine","LuxurySedan",9,"1"
1303,127311,538838,"Finance",41,5,17,"Maine","SUV",5,"1"
1310,105757,505977,"Govt",38,6,9,"Massachusetts","LuxurySedan",5,"0"
1321,92534,476369,"Services",43,3,15,"New York","SUV",5,"0"
1322,142716,569317,"Finance",42,4,9,"Maine","Sedan",5,"1"
1327,51512,480010,"Govt",31,3,14,"Rhode Island","Pickup",6,"0"
1330,122542,489773,"Finance",44,4,9,"Quebec","",7,"1"
1332,109847,562500,"Other",40,1,40,"Connecticut","SUV",5,"1"
1336,78773,499374,"Education",38,4,11,"Maine","Sedan",5,"0"
1341,108834,523583,"Services",43,5,12,"Maine","SUV",7,"1"
1342,51321,428295,"Govt",38,1,38,"US_Other","Pickup",5,"1"
1349,68006,377068,"Govt",36,4,20,"Maine","Pickup",5,"0"
1353,75948,451155,"Govt",35,4,1,"US_Other","Compact/Hybrid",5,"1"
1359,111137,365597,"Finance",41,6,15,"New York","SUV",7,"1"
1360,98207,460416,"Govt",44,5,16,"Maine","SUV",6,"1"
1361,112473,511658,"Tech",43,5,11,"Maine","LuxurySedan",6,"0"
1365,104474,519426,"Govt",40,4,13,"Maine","LuxurySedan",7,"1"
1370,81260,394926,"Govt",42,5,11,"Vermont","Sedan",5,"1"
1388,87008,495141,"Services",40,3,13,"Maine","Pickup",6,"1"
1396,131752,585414,"Services",44,6,15,"New Hampshire","Pickup",5,"1"
1400,102464,530135,"Tech",38,7,11,"Rhode Island","LuxurySedan",5,"1"
1409,53481,417009,"Education",44,5,14,"Quebec","SUV",7,"1"
1414,135670,652935,"Services",44,2,23,"Vermont","SUV",5,"1"
1416,96169,429369,"Finance",43,4,13,"New Hampshire","SUV",7,"0"
1424,86527,425007,"Finance",35,7,8,"Maine","Sedan",9,"0"
1436,104562,509701,"Education",42,4,13,"US_Other","Pickup",5,"1"
1438,74697,455135,"Other",36,6,7,"Maine","LuxurySedan",5,"1"
1444,85135,482545,"Education",41,3,21,"US_Other","Sedan",5,"1"
1454,99605,686553,"Govt",41,5,12,"Maine","SUV",6,"1"
1458,104514,406254,"Finance",38,5,15,"Maine","LuxurySedan",5,"1"
1459,122867,547976,"Finance",43,6,11,"Maine","SUV",5,"1"
1461,97407,435450,"Tech",38,9,10,"Quebec","Sedan",7,"1"
1462,135561,573964,"Services",44,6,18,"Quebec","Sedan",5,"1"
1473,88015,380684,"Tech",44,5,14,"Vermont","LuxurySedan",5,"0"
1475,50104,444986,"Govt",42,4,13,"Vermont","SUV",6,"1"
1480,95346,479933,"Finance",43,4,10,"Quebec","SUV",5,"1"
1485,78983,481874,"Govt",44,7,14,"Ontario","SUV",6,"1"
1489,76196,425335,"Education",43,2,16,"Maine","Sedan",6,"1"
1501,71032,430097,"Services",43,5,12,"Maine","SUV",6,"1"
1502,95372,420277,"Tech",38,5,12,"Ontario","LuxurySedan",7,"0"
1506,64234,414175,"Govt",42,4,6,"Maine","SUV",5,"0"
1526,76482,475202,"Finance",44,1,20,"New Hampshire","Compact/Hybrid",7,"1"
1528,112591,441163,"Finance",42,4,14,"US_Other","SUV",5,"1"
1531,100387,530640,"Services",42,5,20,"Maine","SUV",6,"1"
1534,86668,373593,"Tech",43,6,10,"Massachusetts","SUV",7,"1"
1536,90965,452657,"Education",37,5,13,"Maine","Pickup",5,"1"
1547,118733,488382,"Tech",42,8,11,"New Hampshire","Sedan",8,"1"
1549,102417,445544,"Manufacturing",41,1,41,"Maine","Sedan",5,"0"
1553,80134,474758,"Govt",43,4,9,"Massachusetts","LuxurySedan",5,"1"
1559,103722,521897,"Services",43,5,12,"Maine","Sedan",6,"1"
1571,99717,386674,"Tech",40,7,13,"Vermont","Compact/Hybrid",7,"1"
1576,69499,437768,"Manufacturing",37,5,9,"Maine","Compact/Hybrid",5,"0"
1577,76042,362806,"Tech",37,9,8,"New Hampshire","SUV",8,"1"
1583,103838,580835,"Govt",44,1,44,"Maine","LuxurySedan",7,"1"
1585,96967,356235,"Tech",41,3,16,"Maine","SUV",5,"1"
1588,110586,445793,"Finance",42,3,11,"New Hampshire","",6,"1"
1592,64239,399339,"Govt",42,4,13,"Maine","SUV",5,"1"
1605,75011,394899,"Services",41,4,14,"Maine","SUV",6,"1"
1606,62571,511221,"Education",42,4,14,"Maine","Compact/Hybrid",6,"1"
1616,74677,433436,"Tech",35,6,11,"Quebec","Sedan",6,"1"
1617,68741,455914,"Govt",44,3,9,"US_Other","SUV",7,"1"
1621,105660,545363,"Tech",41,8,10,"US_Other","Sedan",7,"0"
1622,45941,467516,"Govt",40,2,15,"Maine","Compact/Hybrid",5,"1"
1624,125825,530873,"Govt",44,8,10,"Maine","Sedan",6,"1"
1626,80931,431938,"Education",43,7,13,"US_Other","SUV",5,"1"
1634,73260,504530,"Govt",38,1,38,"Quebec","Pickup",5,"1"
1651,68558,411890,"Finance",44,4,11,"Maine","Sedan",6,"1"
1655,44071,411117,"Govt",38,4,11,"Maine","SUV",5,"1"
1670,89795,395025,"Manufacturing",38,3,13,"US_Other","SUV",7,"1"
1687,82136,333319,"Services",40,5,13,"Maine","SUV",7,"0"
1689,96948,455500,"Services",42,8,12,"Maine","",5,"1"
1693,75970,444007,"Education",40,3,15,"Maine","SUV",6,"1"
1699,107208,546544,"Services",41,7,17,"Maine","Pickup",6,"0"
1706,65548,407905,"Govt",44,6,14,"Maine","SUV",5,"1"
1712,126351,401114,"Tech",42,4,14,"Ontario","Compact/Hybrid",7,"1"
1714,54665,428443,"Tech",44,8,4,"Ontario","Sedan",5,"1"
1727,74371,375794,"Govt",39,4,16,"Ontario","Compact/Hybrid",5,"1"
1735,44375,267527,"Services",44,5,14,"Can_Other","LuxurySedan",7,"1"
1740,57488,434329,"Education",37,2,12,"Maine","SUV",9,"1"
1752,79747,446369,"Other",44,4,10,"Maine","SUV",7,"1"
1753,93798,497255,"Govt",44,2,20,"Maine","",9,"1"
1769,126966,447821,"Tech",37,4,12,"Maine","SUV",6,"1"
1776,100362,408028,"Tech",39,6,12,"Maine","",5,"1"
1783,88196,428397,"Tech",42,4,6,"Maine","LuxurySedan",8,"1"
1791,113764,501935,"Tech",44,4,7,"New Hampshire","SUV",7,"1"
1798,68670,420374,"Services",42,5,15,"New Hampshire","LuxurySedan",5,"1"
1804,111387,506588,"Govt",41,2,16,"Maine","LuxurySedan",5,"0"
1805,108583,393926,"Tech",34,7,10,"Maine","SUV",5,"0"
1808,93944,427835,"Finance",42,4,16,"US_Other","Sedan",6,"1"
1815,108809,492752,"Tech",41,3,18,"Maine","Sedan",5,"1"
1819,146025,513543,"Finance",42,4,16,"Maine","Sedan",6,"1"
1828,127048,405634,"Tech",40,3,12,"US_Other","SUV",5,"1"
1829,91089,524018,"Education",43,6,14,"Can_Other","LuxurySedan",7,"1"
1836,108627,563715,"Govt",42,6,10,"Maine","SUV",6,"1"
1859,91379,608009,"Services",44,8,14,"Maine","Pickup",6,"1"
1865,83218,507563,"Tech",43,4,12,"New York","Sedan",6,"1"
1884,141099,509646,"Tech",41,3,6,"Quebec","Pickup",6,"0"
1886,95322,589503,"Tech",40,7,11,"Maine","SUV",6,"1"
1899,117330,588124,"Education",41,3,13,"Quebec","LuxurySedan",6,"1"
1902,72328,442055,"Tech",41,6,11,"US_Other","LuxurySedan",6,"0"
1903,157160,563555,"Finance",39,5,13,"US_Other","Sedan",9,"0"
1908,57986,366568,"Govt",42,1,42,"New Hampshire","Sedan",5,"1"
1914,71750,401968,"Other",41,5,11,"Maine","Compact/Hybrid",6,"1"
1916,66436,404173,"Services",37,5,12,"Massachusetts","LuxurySedan",5,"1"
1918,96525,434782,"Finance",39,5,6,"Maine","SUV",7,"1"
1924,89502,463299,"Finance",34,3,11,"Maine","SUV",5,"1"
1932,64463,326709,"Education",34,5,19,"Vermont","LuxurySedan",6,"1"
1936,84504,574483,"Govt",43,4,1,"Maine","LuxurySedan",6,"0"
1945,78235,449724,"Tech",41,5,12,"Vermont","LuxurySedan",5,"1"
1949,89209,461591,"Education",44,4,19,"Quebec","SUV",5,"1"
1952,89647,417548,"Finance",43,2,10,"New York","Pickup",5,"1"
1961,136562,527277,"Finance",39,5,18,"Massachusetts","SUV",6,"0"
1962,75307,403032,"Govt",42,5,13,"Vermont","Sedan",5,"1"
1964,90985,427773,"Tech",42,4,21,"US_Other","LuxurySedan",6,"0"
1968,99103,477089,"Govt",44,2,8,"Rhode Island","SUV",5,"1"
1970,94105,507381,"Govt",41,7,8,"Rhode Island","SUV",6,"1"
1972,120460,576844,"Govt",42,3,10,"Vermont","Compact/Hybrid",5,"1"
1973,84393,489535,"Govt",38,2,23,"Maine","SUV",6,"1"
1974,57085,447355,"Govt",44,4,13,"Maine","SUV",7,"1"
1984,70691,493304,"Govt",37,3,15,"Maine","Sedan",7,"1"
1985,85678,515800,"Govt",42,8,22,"Maine","SUV",5,"1"
1988,114971,509265,"Services",37,5,11,"Maine","LuxurySedan",6,"1"
1989,83250,437822,"Finance",42,4,9,"New York","LuxurySedan",6,"1"
2001,113242,463847,"Finance",39,4,11,"US_Other","LuxurySedan",5,"1"
2026,111943,521124,"Tech",41,6,10,"New Hampshire","SUV",6,"1"
2029,104176,415412,"Tech",42,1,42,"New York","LuxurySedan",5,"1"
2035,82116,499577,"Services",44,6,14,"Maine","Compact/Hybrid",6,"1"
2045,102441,507970,"Govt",44,8,22,"Maine","SUV",5,"1"
2047,109982,409376,"Other",36,5,4,"Massachusetts","Sedan",7,"0"
2053,149850,544682,"Finance",39,4,10,"US_Other","Sedan",5,"1"
2062,88427,382611,"Finance",26,6,12,"New Hampshire","SUV",5,"1"
2068,128407,481752,"Finance",42,5,13,"Maine","Sedan",5,"1"
2071,52243,334403,"Tech",43,9,6,"Rhode Island","SUV",5,"0"
2105,100207,400282,"Finance",42,7,11,"Maine","Sedan",5,"1"
2110,114467,511754,"Finance",44,4,18,"Vermont","SUV",7,"0"
2120,116949,501991,"Manufacturing",37,1,37,"Maine","SUV",5,"1"
2126,140569,541295,"Finance",38,3,18,"Maine","Pickup",5,"1"
2132,85618,536812,"Tech",39,3,12,"Maine","Sedan",7,"1"
2133,109081,495534,"Education",36,7,20,"US_Other","Sedan",5,"1"
2140,89325,531735,"Education",43,7,18,"Maine","Sedan",5,"1"
2142,89769,553085,"Education",42,6,16,"Maine","SUV",5,"1"
2150,76999,447714,"Govt",41,1,41,"New York","Sedan",8,"1"
2152,85443,408344,"Govt",41,5,9,"New Hampshire","Pickup",5,"1"
2173,110918,464958,"Tech",44,5,8,"Rhode Island","SUV",5,"1"
2181,68681,451197,"Tech",44,4,11,"Massachusetts","SUV",7,"1"
2183,97791,363143,"Tech",42,7,12,"US_Other","LuxurySedan",6,"1"
2187,82926,438747,"Other",39,8,9,"Maine","LuxurySedan",5,"0"
2197,87813,464826,"Govt",37,8,13,"Maine","LuxurySedan",7,"1"
2199,128586,591222,"Services",41,7,13,"Rhode Island","LuxurySedan",5,"0"
2204,64238,400501,"Services",32,5,18,"Maine","SUV",5,"0"
2209,91669,416776,"Finance",39,6,12,"New Hampshire","LuxurySedan",5,"1"
2210,112831,529428,"Finance",44,3,11,"Vermont","LuxurySedan",5,"1"
2218,58801,386132,"Govt",41,6,10,"Vermont","LuxurySedan",6,"1"
2221,84964,516382,"Education",43,5,17,"Quebec","LuxurySedan",5,"1"
2230,127868,465572,"Finance",43,5,11,"Quebec","Compact/Hybrid",6,"1"
2236,81339,391124,"Tech",41,8,10,"Maine","Sedan",5,"1"
2240,68728,410212,"Finance",41,5,8,"Maine","LuxurySedan",7,"1"
2250,56824,424095,"Govt",43,4,14,"Ontario","LuxurySedan",5,"0"
2251,118532,425181,"Manufacturing",39,1,39,"Maine","SUV",5,"1"
2253,106305,414050,"Finance",34,5,14,"Vermont","LuxurySedan",5,"1"
2260,75090,430285,"Finance",43,3,9,"Maine","Sedan",5,"1"
2269,99601,403946,"Tech",41,4,8,"Quebec","Sedan",6,"0"
2278,68937,389670,"Govt",39,7,15,"New Hampshire","SUV",5,"1"
2280,127288,519622,"Tech",44,5,11,"US_Other","SUV",5,"1"
2283,66203,450521,"Govt",42,6,18,"US_Other","SUV",5,"0"
2287,108044,445886,"Finance",39,3,13,"Maine","LuxurySedan",5,"1"
2289,83395,461339,"Govt",37,4,9,"Vermont","LuxurySedan",5,"1"
2290,90065,539796,"Tech",39,7,8,"Maine","LuxurySedan",7,"1"
2292,125991,518110,"Finance",38,6,16,"Maine","Sedan",5,"1"
2293,124351,419887,"Tech",37,6,13,"Quebec","LuxurySedan",7,"1"
2294,91075,447928,"Govt",39,6,7,"Vermont","",5,"1"
2295,81887,419506,"Govt",44,4,13,"Maine","Compact/Hybrid",6,"1"
2301,97530,429257,"Services",42,9,13,"Connecticut","SUV",7,"1"
2310,82900,410629,"Govt",43,2,16,"Ontario","LuxurySedan",5,"1"
2321,133571,505918,"Finance",40,5,5,"New Hampshire","SUV",6,"0"
2322,49969,440053,"Govt",44,5,23,"Massachusetts","LuxurySedan",8,"1"
2326,71331,391940,"Finance",41,8,12,"Ontario","LuxurySedan",5,"1"
